	D36E_Col	D36E_Kb	D36E_FC	D36E_DEG	OG	KO.id	KO.description
PSPTO_0971	4.26578964784884	4.88624305030222	-0.620453402453379	nonDEG	OG0002736	K06206	sfsA; sugar fermentation stimulation protein A
PSPTO_0972	4.97437445518847	4.78830573732401	0.18606871786446	nonDEG	OG0001577		
PSPTO_0973	1.78514179316576	2.43907869209221	-0.65393689892645	nonDEG	OG0002086	K01619	deoC; deoxyribose-phosphate aldolase [EC:4.1.2.4]
PSPTO_0975	9.03935654490511	8.81239434078783	0.22696220411728	nonDEG	OG0003868		
PSPTO_0976	8.75233971931751	8.39158793581362	0.36075178350389	nonDEG	OG0003490	K07028	uncharacterized protein
PSPTO_0977	5.7148345759154	7.57644138410773	-1.86160680819233	down	OG0000613	K05365	mrcB; penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]
PSPTO_0978	6.61101983368011	6.98370375105818	-0.372683917378071	nonDEG	OG0002037		
PSPTO_0979	2.88743914388129	3.47028750372335	-0.58284835984206	nonDEG	OG0002735		
PSPTO_0980	6.53588405632609	5.4564028841309	1.07948117219519	up	OG0003576		
PSPTO_0981	8.43219329890913	7.14379052462338	1.28840277428575	up	OG0000264	K01652	E2.2.1.6L; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
PSPTO_0982	6.12700375598495	3.65337753929723	2.47362621668772	up	OG0001440	K01653	E2.2.1.6S; acetolactate synthase I/III small subunit [EC:2.2.1.6]
PSPTO_0983	8.89265346238496	7.61955110530619	1.27310235707877	up	OG0001210	K00053	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
PSPTO_0984	8.20151430844572	7.83349782171311	0.36801648673261	nonDEG	OG0000937	K17103	CHO1; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
PSPTO_0985	7.02668113380209	5.27780765188775	1.74887348191434	up	OG0002246	K07147	msrP; methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]
PSPTO_0987	3.01557589140076	3.60065596165503	-0.58508007025427	nonDEG			
PSPTO_0988	5.85082156894391	7.11435944356038	-1.26353787461647	down	OG0003406		
PSPTO_0989	2.69919580630833	4.83326982036177	-2.13407401405344	down	OG0003407		
PSPTO_0990	4.74594309178905	6.23761973795781	-1.49167664616876	down	OG0003408		
PSPTO_0991	4.42431674819087	6.29955782098047	-1.8752410727896	down	OG0003409		
PSPTO_0992	3.7033921027227	3.67204146917856	0.03135063354414	nonDEG	OG0000330	K03789	rimI; [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]
PSPTO_0993	10.319158543843	5.60748092116106	4.71167762268194	up	OG0003410		
PSPTO_0994	4.93724226377476	6.45457344579199	-1.51733118201723	down	OG0000279	K01673	cynT; carbonic anhydrase [EC:4.2.1.1]
PSPTO_0995	3.12727231103478	2.70414098815025	0.42313132288453	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_0996	5.01231071453133	3.97361604884894	1.03869466568239	nonDEG	OG0002322	K06950	uncharacterized protein
PSPTO_0997	4.29939097844582	3.90039552853385	0.39899544991197	nonDEG	OG0000104	K16568	exoZ; exopolysaccharide production protein ExoZ
PSPTO_0998	3.28984421248945	7.12876589444679	-3.83892168195734	down	OG0001339	K06193	phnA; protein PhnA
PSPTO_0999	3.93824962188532	6.09987944041882	-2.1616298185335	down	OG0002607	K08159	sotB; MFS transporter, DHA1 family, L-arabinose/isopropyl-beta-D-thiogalactopyranoside export protein
PSPTO_1000	7.95979971128793	8.49356796079398	-0.53376824950605	nonDEG	OG0003453	K01004	pcs; phosphatidylcholine synthase [EC:2.7.8.24]
PSPTO_1001	7.69342559296878	8.45652528102604	-0.76309968805726	nonDEG	OG0003543		
PSPTO_1003	1.40787114445087	2.02843039232877	-0.6205592478779	nonDEG	OG0002145		
PSPTO_1004	3.9737647431991	4.74748705335223	-0.77372231015313	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_1005	5.26191922315164	4.17761951902494	1.0842997041267	nonDEG	OG0000595	K01711	gmd; GDPmannose 4,6-dehydratase [EC:4.2.1.47]
PSPTO_1007	5.69877262281698	4.41408564552339	1.28468697729359	up	OG0000595	K01711	gmd; GDPmannose 4,6-dehydratase [EC:4.2.1.47]
PSPTO_1008	6.06260433912595	4.33449009148458	1.72811424764137	up	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_1009	7.26225072328874	3.51838632984152	3.74386439344722	up	OG0000335		
PSPTO_1010	3.56255576645853	4.84943265097891	-1.28687688452038	nonDEG	OG0001678	K01113	phoD; alkaline phosphatase D [EC:3.1.3.1]
PSPTO_1011	1.64524350472946	2.31039365318993	-0.66515014846047	nonDEG	OG0000033	K03790	rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]
PSPTO_1014	2.71237283125614	3.71354803163289	-1.00117520037675	nonDEG	OG0002375	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
PSPTO_1016	2.39820739131489	3.27656983537578	-0.87836244406089	nonDEG			
PSPTO_1019	6.04683518577555	7.0871909389531	-1.04035575317755	down	OG0000174		
PSPTO_1024	1.18424145514805	3.19562096181565	-2.0113795066676	nonDEG			
PSPTO_1025	5.26272315447274	5.81481202608554	-0.5520888716128	nonDEG	OG0002166	K08304	mltA; membrane-bound lytic murein transglycosylase A [EC:4.2.2.-]
PSPTO_1026	5.34540500465511	4.04721446972632	1.29819053492879	up	OG0003034		
PSPTO_1027	4.86619629650516	5.48130203058578	-0.615105734080619	nonDEG	OG0002073	K00694	bcsA; cellulose synthase (UDP-forming) [EC:2.4.1.12]
PSPTO_1028	3.62362462195373	4.86722371805326	-1.24359909609953	nonDEG	OG0002827	K20541	bcsB; cellulose synthase operon protein B
PSPTO_1029	2.9915723699123	3.61716348078834	-0.62559111087604	nonDEG	OG0002094	K20542	bcsZ; endoglucanase [EC:3.2.1.4]
PSPTO_1030	5.91683368272481	6.80663895183049	-0.889805269105681	nonDEG	OG0002554	K20543	bcsC; cellulose synthase operon protein C
PSPTO_1031	2.62719241725101	2.9773309514877	-0.35013853423669	nonDEG	OG0006391		
PSPTO_1032	2.99849593299815	3.56347180176234	-0.56497586876419	nonDEG	OG0006395		
PSPTO_1033	4.54358526378697	6.07228448908292	-1.52869922529595	down	OG0001561	K19294	algI; alginate O-acetyltransferase complex protein AlgI
PSPTO_1034	3.20606624558968	4.80813424868199	-1.60206800309231	down	OG0006390	K19295	algJ; alginate O-acetyltransferase complex protein AlgJ
PSPTO_1035	5.01238561282179	6.74073469157672	-1.72834907875493	down	OG0007717		
PSPTO_1037	4.79017488242843	7.08237483765101	-2.29219995522258	down	OG0002826		
PSPTO_1038	6.19355323046456	6.92206830226128	-0.72851507179672	nonDEG	OG0001415	K18842	chpS; antitoxin ChpS
PSPTO_1039	6.55860528839901	6.30744256410379	0.251162724295219	nonDEG	OG0006388		
PSPTO_1040	2.82830733789679	5.28739069622685	-2.45908335833006	down	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_1041	7.02229270252886	7.11119380933255	-0.0889011068036902	nonDEG	OG0000297	K00800	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]
PSPTO_1042	6.02368273568019	4.80141766050826	1.22226507517193	up	OG0006902	K07167	chrR; putative transcriptional regulator
PSPTO_1043	6.66759316340802	6.60839612864118	0.0591970347668394	nonDEG	OG0000019	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
PSPTO_1044	0.58380358020599	4.0253657682699	-3.44156218806391	down			
PSPTO_1045	4.39799833380449	4.33269992919653	0.0652984046079599	nonDEG	OG0002526	K18828	mvpA; tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]
PSPTO_1046	6.41278835371295	7.66006991406447	-1.24728156035152	down	OG0003156	K18829	mvpT; antitoxin VapB
PSPTO_1047	3.56640208252219	3.07475801294972	0.49164406957247	nonDEG	OG0001634	K01785	galM; aldose 1-epimerase [EC:5.1.3.3]
PSPTO_1048	2.00908206040868	3.28788161250503	-1.27879955209635	nonDEG	OG0002927		
PSPTO_1049	4.31675915879392	4.39436942315388	-0.0776102643599605	nonDEG	OG0001498	K21393	yiaN; TRAP-type transport system large permease protein
PSPTO_1051	6.21067943107519	4.01275870161614	2.19792072945905	up	OG0001499	K21395	yiaO; TRAP-type transport system periplasmic protein
PSPTO_1052	4.83530831861317	4.33732318132219	0.49798513729098	nonDEG	OG0000530	K14274	xylC; xylonolactonase [EC:3.1.1.-]
PSPTO_1053	4.93372172596715	3.61685370560125	1.3168680203659	up	OG0001500	K18981	udh; uronate dehydrogenase [EC:1.1.1.203]
PSPTO_1054	3.48831246355769	1.4079128151721	2.08039964838559	nonDEG	OG0000040		
PSPTO_1056	3.38009650663418	2.31959973211035	1.06049677452383	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
PSPTO_1057	5.63506573360825	4.31874777938725	1.316317954221	up	OG0004415	K07063	uncharacterized protein
PSPTO_1058	7.71387619770289	6.3330945433196	1.38078165438329	up	OG0006103		
PSPTO_1059	5.22765559147167	4.6634040611304	0.56425153034127	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_1060	2.93186685047479	3.7246063114463	-0.79273946097151	nonDEG			
PSPTO_1061	4.75227153924218	5.33895348074383	-0.58668194150165	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_1062	9.13155406075445	7.93381231674069	1.19774174401376	up			
PSPTO_1065	6.04393676864662	5.57797628436115	0.465960484285469	nonDEG	OG0005267		
PSPTO_1066	7.793214914866	8.01989770586041	-0.226682790994411	nonDEG	OG0003745	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_1067	5.07281454208347	6.86625849631524	-1.79344395423177	down	OG0000032	K11936	pgaC; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]
PSPTO_1068	3.96641951861734	6.04870584349404	-2.0822863248767	down			
PSPTO_1069	4.01650325145964	6.44489508982362	-2.42839183836398	down	OG0002016		
PSPTO_1070	7.83176182771819	8.08422809094904	-0.25246626323085	nonDEG	OG0003562		
PSPTO_1071	5.43754677475493	6.27347540186696	-0.83592862711203	nonDEG	OG0000313	K20534	gtrB; polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]
PSPTO_1072	6.85522800730867	7.56157264667547	-0.706344639366799	nonDEG	OG0000211	K02805	wecE; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]
PSPTO_1073	6.55429529279291	7.88903960035502	-1.33474430756211	down			
PSPTO_1074	8.72911174752796	9.46439396938776	-0.735282221859801	nonDEG	OG0001129	K20444	rfbC; O-antigen biosynthesis protein [EC:2.4.1.-]
PSPTO_1075	6.85284076945333	7.54448043306662	-0.69163966361329	nonDEG	OG0000474	K09691	ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein
PSPTO_1076	5.19123166223712	6.0463883710689	-0.85515670883178	nonDEG	OG0000665	K09690	ABC-2.LPSE.P; lipopolysaccharide transport system permease protein
PSPTO_1077	4.47585490416891	6.36804995822924	-1.89219505406033	down	OG0000768	K01790	rfbC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]
PSPTO_1078	4.81542678782806	5.39575092074087	-0.58032413291281	nonDEG	OG0000032	K11936	pgaC; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]
PSPTO_1079	6.72544359588258	7.47129326517809	-0.74584966929551	nonDEG	OG0001335	K00973	E2.7.7.24; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]
PSPTO_1080	6.49798111939222	7.41449165881413	-0.91651053942191	nonDEG	OG0000769	K00067	rfbD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]
PSPTO_1081	6.93195200859347	7.68379129698535	-0.751839288391881	nonDEG	OG0001064	K01710	E4.2.1.46; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]
PSPTO_1083	4.90271624411542	4.9338197435992	-0.0311034994837796	nonDEG	OG0001501		
PSPTO_1084	5.04664800419847	4.07279227620185	0.973855727996621	nonDEG			
PSPTO_1085	4.42010062862793	1.8819912523154	2.53810937631253	up	OG0007646		
PSPTO_1086	8.00380606833745	6.99080855634254	1.01299751199491	up	OG0002436	K03427	hsdM; type I restriction enzyme M protein [EC:2.1.1.72]
PSPTO_1087	6.32208753914816	6.11425722249975	0.20783031664841	nonDEG	OG0007639	K01154	hsdS; type I restriction enzyme, S subunit [EC:3.1.21.3]
PSPTO_1088	5.17469318614649	5.23368039402372	-0.0589872078772302	nonDEG	OG0002275		
PSPTO_1089	7.10257416738187	7.56003466280581	-0.45746049542394	nonDEG	OG0003733	K01153	hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]
PSPTO_1090	5.37446539427696	4.97052476599506	0.4039406282819	nonDEG	OG0006787		
PSPTO_1091	4.51033170691814	4.477400011527	0.0329316953911398	nonDEG	OG0005393		
PSPTO_1093	1.93147712639376	3.48716725119594	-1.55569012480218	nonDEG	OG0003825		
PSPTO_1094	5.91363354701365	6.29530458529654	-0.38167103828289	nonDEG	OG0005911		
PSPTO_1097	2.11968525228994	3.61276801610329	-1.49308276381335	nonDEG	OG0005913		
PSPTO_1100	7.06864570020656	8.06167210746074	-0.99302640725418	nonDEG	OG0000282		
PSPTO_1101	5.31017595146638	7.31006727059679	-1.99989131913041	down	OG0000890	K06942	ychF; ribosome-binding ATPase
PSPTO_1102	5.94401713128591	6.61756171809165	-0.673544586805741	nonDEG	OG0000891	K01056	PTH1; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
PSPTO_1103	8.98800079820039	8.50542090757234	0.482579890628051	nonDEG	OG0001048	K02897	RP-L25; large subunit ribosomal protein L25
PSPTO_1104	7.64218415237379	9.17330411187892	-1.53111995950513	down	OG0000599	K00948	PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]
PSPTO_1105	8.9469978014262	11.1976271075722	-2.250629306146	down	OG0001303	K00919	ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]
PSPTO_1106	4.44651083853451	5.27018107103959	-0.82367023250508	nonDEG	OG0001997	K02494	lolB; outer membrane lipoprotein LolB
PSPTO_1107	8.68307097411681	7.68464077725864	0.99843019685817	nonDEG	OG0001553		
PSPTO_1108	5.38182014037625	6.96675079855591	-1.58493065817966	down	OG0000892	K02492	hemA; glutamyl-tRNA reductase [EC:1.2.1.70]
PSPTO_1109	5.47804709869674	6.1962272671872	-0.71818016849046	nonDEG	OG0000893	K02835	prfA; peptide chain release factor 1
PSPTO_1110	5.05901514872134	6.94642896371247	-1.88741381499113	down	OG0000222	K02493	hemK; release factor glutamine methyltransferase [EC:2.1.1.297]
PSPTO_1111	4.87212631764446	5.08829678332369	-0.21617046567923	nonDEG	OG0000356	K21029	moeB; molybdopterin-synthase adenylyltransferase [EC:2.7.7.80]
PSPTO_1112	4.51766156449029	6.09957519522807	-1.58191363073778	down	OG0001049	K01776	murI; glutamate racemase [EC:5.1.1.3]
PSPTO_1114	1.55186744756351	3.54828073298537	-1.99641328542186	nonDEG	OG0002999		
PSPTO_1115	2.59033766425881	4.20093195964983	-1.61059429539102	nonDEG	OG0003000		
PSPTO_1116	7.22981440261453	7.12452687708623	0.105287525528301	nonDEG	OG0000725	K00574	cfa; cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]
PSPTO_1117	6.10074043506606	5.49153416855909	0.60920626650697	nonDEG	OG0002438	K09701	uncharacterized protein
PSPTO_1118	6.18483394028931	5.70833026792338	0.47650367236593	nonDEG	OG0001998	K00274	MAO; monoamine oxidase [EC:1.4.3.4]
PSPTO_1119	6.94946731413754	5.83835312646571	1.11111418767183	up	OG0002197		
PSPTO_1120	4.74931984176575	4.95613189503849	-0.206812053272739	nonDEG	OG0004312		
PSPTO_1121	7.35307045229935	6.70574603357692	0.647324418722429	nonDEG	OG0000894	K01669	phrB; deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]
PSPTO_1122	7.0476385201594	6.10947702233201	0.93816149782739	nonDEG	OG0001190	K22491	litR; MerR family transcriptional regulator, light-induced transcriptional regulator
PSPTO_1123	7.00768656954066	5.59741871311794	1.41026785642272	up	OG0003001		
PSPTO_1126	9.85847067312432	8.1716547705395	1.68681590258482	up	OG0002439	K06955	uncharacterized protein
PSPTO_1127	7.21006297182641	5.24741183362678	1.96265113819963	up	OG0000895	K07071	uncharacterized protein
PSPTO_1128	6.4245400871408	5.97460141821338	0.44993866892742	nonDEG	OG0000734	K01772	hemH; protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]
PSPTO_1129	5.91761238106991	6.94140181575137	-1.02378943468146	down	OG0001681	K02824	pyrP; uracil permease
PSPTO_1130	6.88366400810153	7.40382034021993	-0.5201563321184	nonDEG	OG0000903	K00761	upp; uracil phosphoribosyltransferase [EC:2.4.2.9]
PSPTO_1131	5.47347721894503	5.50431777783636	-0.0308405588913301	nonDEG	OG0000904	K00760	hprT; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]
PSPTO_1132	5.22952783585134	5.7433413788764	-0.513813543025059	nonDEG	OG0003415		
PSPTO_1133	4.81731121500844	4.84397977921361	-0.0266685642051705	nonDEG	OG0000026	K02029	ABC.PA.P; polar amino acid transport system permease protein
PSPTO_1134	6.69468108180742	5.60883735852958	1.08584372327784	up	OG0003796	K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein
PSPTO_1135	6.75288375439922	6.77125439549472	-0.0183706410955002	nonDEG	OG0001794	K00547	mmuM; homocysteine S-methyltransferase [EC:2.1.1.10]
PSPTO_1136	8.62672218988842	9.23379401258776	-0.607071822699339	nonDEG	OG0000499	K00116	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]
PSPTO_1138	8.28542911096168	9.69332168829472	-1.40789257733304	down	OG0003416	K07286	yajG; uncharacterized lipoprotein
PSPTO_1139	2.41824187368045	2.57534086081998	-0.15709898713953	nonDEG	OG0003417		
PSPTO_1140	8.16343902383456	7.4434019942722	0.720037029562359	nonDEG	OG0003006		
PSPTO_1141	2.36234437972783	3.16350823444237	-0.80116385471454	nonDEG	OG0003572		
PSPTO_1142	2.25612050555108	1.59194344181021	0.66417706374087	nonDEG	OG0003007		
PSPTO_1143	4.26554531465809	4.93431406063651	-0.66876874597842	nonDEG	OG0000738		
PSPTO_1144	6.76581882753199	7.11665703198099	-0.350838204449	nonDEG	OG0000295	K01423	bepA; beta-barrel assembly-enhancing protease [EC:3.4.-.-]
PSPTO_1145	7.03710657068847	4.70879865499735	2.32830791569112	up	OG0003008		
PSPTO_1146	4.0859267339619	2.96667902728036	1.11924770668154	nonDEG	OG0001560	K00564	rsmC; 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]
PSPTO_1147	2.71029100826008	3.29245801391864	-0.58216700565856	nonDEG	OG0000047	K05834	rhtB; homoserine/homoserine lactone efflux protein
PSPTO_1148	7.53883296936281	7.51127171567993	0.0275612536828795	nonDEG	OG0000030	K01897	ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
PSPTO_1149	9.58903757785778	8.47050859878296	1.11852897907482	up	OG0002203		
PSPTO_1150	8.79369167167053	7.91842065306358	0.875271018606949	nonDEG	OG0001819		
PSPTO_1151	6.16785315220408	8.42468513901831	-2.25683198681423	down	OG0002204	K03556	malT; LuxR family transcriptional regulator, maltose regulon positive regulatory protein
PSPTO_1152	4.81836127794258	5.55348317894452	-0.735121901001939	nonDEG	OG0000946	K07814	putative two-component system response regulator
PSPTO_1153	6.02494824204689	2.35289121571539	3.6720570263315	up	OG0000274	K09024	rutF; flavin reductase [EC:1.5.1.-]
PSPTO_1154	7.22499101267281	4.23711237871122	2.98787863396159	up	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
PSPTO_1155	6.17404652644213	4.08096704399243	2.0930794824497	up	OG0000186	K09022	ridA; 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
PSPTO_1156	5.33911576000756	0.84807038506618	4.49104537494138	up	OG0000620	K09020	rutB; ureidoacrylate peracid hydrolase [EC:3.5.1.110]
PSPTO_1157	7.60577067252186	2.48699769423882	5.11877297828304	up	OG0004514	K09018	rutA; pyrimidine oxygenase [EC:1.14.99.46]
PSPTO_1158	3.24044990570429	5.19047278119533	-1.95002287549104	down	OG0000417	K09017	rutR; TetR/AcrR family transcriptional regulator
PSPTO_1159	5.43539041879729	2.14680321349505	3.28858720530224	up	OG0002078	K02058	ABC.SS.S; simple sugar transport system substrate-binding protein
PSPTO_1160	3.66118194131387	2.1112497003804	1.54993224093347	nonDEG	OG0000045	K10441	rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]
PSPTO_1164	9.81184163675314	8.60240927206472	1.20943236468842	up	OG0000072	K03286	TC.OOP; OmpA-OmpF porin, OOP family
PSPTO_1165	7.69253858367329	6.75315257872852	0.93938600494477	nonDEG			
PSPTO_1167	1.37171932480733	3.89323196885738	-2.52151264405005	down	OG0004410		
PSPTO_1168	3.63456372875129	5.49476233579829	-1.860198607047	down	OG0001649		
PSPTO_1169	7.19976088663232	7.61497006658136	-0.41520917994904	nonDEG	OG0001554	K13788	pta; phosphate acetyltransferase [EC:2.3.1.8]
PSPTO_1170	5.08523629952035	4.7552926908309	0.32994360868945	nonDEG	OG0004314		
PSPTO_1171	6.1770137876492	7.5877641224757	-1.4107503348265	down	OG0000554	K03775	slyD; FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]
PSPTO_1172	5.119262397027	4.65229260077098	0.46696979625602	nonDEG	OG0000181	K00432	gpx; glutathione peroxidase [EC:1.11.1.9]
PSPTO_1173	3.17988934811301	4.58292695549531	-1.4030376073823	nonDEG	OG0000129	K10680	nemA; N-ethylmaleimide reductase [EC:1.-.-.-]
