	Pto_Col	Pto_Kb	Pto_FC	Pto_DEG	OG	KO.id	KO.description
PSPTO_1741	8.082796516	6.882377068	1.200419448	up	OG0000496	K01091	gph; phosphoglycolate phosphatase [EC:3.1.3.18]
PSPTO_1742	6.941735186	5.563312195	1.378422991	up	OG0000399	K00568	ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
PSPTO_1743	6.614165051	7.466832467	-0.852667416	nonDEG	OG0000655	K12960	mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]
PSPTO_1744	6.779711779	6.558737963	0.220973815	nonDEG	OG0001811	K08963	mtnA; methylthioribose-1-phosphate isomerase [EC:5.3.1.23]
PSPTO_1745	10.78006586	9.825344868	0.954720988	nonDEG	OG0000552	K02469	gyrA; DNA gyrase subunit A [EC:5.99.1.3]
PSPTO_1746	8.465012108	7.746438109	0.718573999	nonDEG	OG0000880	K00831	serC; phosphoserine aminotransferase [EC:2.6.1.52]
PSPTO_1747	7.995657103	6.774294858	1.221362245	up	OG0001180	K14170	pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]
PSPTO_1748	6.976724323	6.332515191	0.644209132	nonDEG	OG0000297	K00800	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]
PSPTO_1749	8.509580776	6.953356859	1.556223917	up	OG0000881	K00945	cmk; CMP/dCMP kinase [EC:2.7.4.25]
PSPTO_1750	11.78474595	9.762735853	2.022010101	up	OG0001042	K02945	RP-S1; small subunit ribosomal protein S1
PSPTO_1751	6.624707183	7.633801179	-1.009093996	down	OG0000074	K03530	hupB; DNA-binding protein HU-beta
PSPTO_1752	5.945048061	6.072471072	-0.12742301	nonDEG	OG0003376		
PSPTO_1753	5.961355161	6.007524658	-0.046169497	nonDEG	OG0002830	K07576	metallo-beta-lactamase family protein
PSPTO_1754	6.00593388	6.949816167	-0.943882286	nonDEG	OG0001181		
PSPTO_1755	2.717730859	3.952594476	-1.234863617	down	OG0000596	K13007	wbpL; Fuc2NAc and GlcNAc transferase [EC:2.4.1.-]
PSPTO_1756	6.315439483	7.106110965	-0.790671482	nonDEG	OG0001295		
PSPTO_1757	1.599595791	3.855267296	-2.255671506	down	OG0000882	K02237	comEA; competence protein ComEA
PSPTO_1758	8.997117616	9.480068887	-0.482951271	nonDEG	OG0000069	K16137	"nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon"
PSPTO_1759	3.761272117	3.535165676	0.226106441	nonDEG	OG0001936		
PSPTO_1760	8.605572681	6.278854296	2.326718385	up	OG0002371	K03837	sdaC; serine transporter
PSPTO_1761	6.243412021	6.145497469	0.097914552	nonDEG	OG0006427		
PSPTO_1762	2.744449181	3.907347179	-1.162897998	nonDEG	OG0003383		
PSPTO_1763	5.952403611	7.10979522	-1.157391609	down	OG0003384		
PSPTO_1764	4.809294131	5.426894088	-0.617599957	nonDEG	OG0002681		
PSPTO_1765	11.33723948	12.10949308	-0.772253599	nonDEG	OG0000553	K02356	efp; elongation factor P
PSPTO_1766	5.553452039	1.440913388	4.112538651	up	OG0000097	K01066	aes; acetyl esterase [EC:3.1.1.-]
PSPTO_1767	6.313074988	2.263121811	4.049953177	up	OG0000430		
PSPTO_1768	5.193504862	6.372914201	-1.17940934	down	OG0000011	K06075	"slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin"
PSPTO_1769	3.535017025	3.211139315	0.32387771	nonDEG	OG0003385	K07090	uncharacterized protein
PSPTO_1770	4.898773475	3.516890164	1.381883311	up	OG0000254		
PSPTO_1772	8.493578667	8.122243909	0.371334758	nonDEG	OG0002191	K01626	E2.5.1.54; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
PSPTO_1773	6.190523275	6.110346716	0.080176559	nonDEG	OG0001550	K00797	speE; spermidine synthase [EC:2.5.1.16]
PSPTO_1774	9.062212594	8.035441117	1.026771477	up			
PSPTO_1775	10.75530509	9.349595985	1.40570911	up	OG0000051	K05592	deaD; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]
PSPTO_1776	3.133627866	4.711120484	-1.577492618	down	OG0001423	K15777	"DOPA; 4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]"
PSPTO_1777	2.239096999	1.598055023	0.641041976	nonDEG	OG0002684	K00569	TPMT; thiopurine S-methyltransferase [EC:2.1.1.67]
PSPTO_1778	8.260550944	9.3150454	-1.054494456	down	OG0000884	K03799	htpX; heat shock protein HtpX [EC:3.4.24.-]
PSPTO_1779	9.165632978	9.36309434	-0.197461362	nonDEG	OG0001296	K14260	alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]
PSPTO_1780	6.061536409	5.711224809	0.350311601	nonDEG	OG0000470	K07305	msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
PSPTO_1781	3.980964815	3.909442803	0.071522012	nonDEG	OG0000181	K00432	gpx; glutathione peroxidase [EC:1.11.1.9]
PSPTO_1782	7.973109966	8.105961502	-0.132851536	nonDEG	OG0000076	K07678	"barA; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]"
PSPTO_1783	6.506771175	6.116281119	0.390490056	nonDEG	OG0002427	K06923	uncharacterized protein
PSPTO_1784	3.530456816	3.721104452	-0.190647636	nonDEG	OG0001424	K08968	msrC; L-methionine (R)-S-oxide reductase [EC:1.8.4.14]
PSPTO_1785	8.326940601	9.814377701	-1.4874371	down	OG0003394		
PSPTO_1786	2.399623771	2.901201136	-0.501577365	nonDEG	OG0000536	K06911	uncharacterized protein
PSPTO_1787	4.737432415	5.502112619	-0.764680205	nonDEG	OG0000006		
PSPTO_1788	3.827916198	4.754410801	-0.926494603	nonDEG	OG0000135	K15553	ssuA; sulfonate transport system substrate-binding protein
PSPTO_1789	5.058930635	5.118721837	-0.059791202	nonDEG	OG0003659	K08351	bisC; biotin/methionine sulfoxide reductase [EC:1.-.-.-]
PSPTO_1790	4.239011345	3.320976548	0.918034798	nonDEG	OG0002608		
PSPTO_1791	5.13269339	4.938547312	0.194146078	nonDEG	OG0000135	K15553	ssuA; sulfonate transport system substrate-binding protein
PSPTO_1792	5.149780458	3.194420124	1.955360334	up	OG0002609		
PSPTO_1793	3.999412878	2.025534834	1.973878044	up	OG0002919		
PSPTO_1794	5.877542038	6.136511653	-0.258969615	nonDEG	OG0003278		
PSPTO_1795	5.658701999	4.804144257	0.854557742	nonDEG	OG0000124	K04091	ssuD; alkanesulfonate monooxygenase [EC:1.14.14.5]
PSPTO_1796	1.585456741	1.220464294	0.364992448	nonDEG	OG0000125	K15554	ssuC; sulfonate transport system permease protein
PSPTO_1797	3.482964574	3.186083275	0.296881299	nonDEG	OG0001659	K15555	ssuB; sulfonate transport system ATP-binding protein [EC:3.6.3.-]
PSPTO_1798	6.146227382	5.948640946	0.197586436	nonDEG	OG0002591	K07401	selenoprotein W-related protein
PSPTO_1799	4.336843881	4.185627772	0.151216109	nonDEG	OG0001746		
PSPTO_1800	4.041614047	5.407570285	-1.365956238	down	OG0002052		
PSPTO_1801	6.974016987	6.779865159	0.194151828	nonDEG	OG0002490	K03498	trkH; trk system potassium uptake protein
PSPTO_1802	8.024137598	5.973379483	2.050758114	up	OG0001111		
PSPTO_1803	5.530140372	7.096939949	-1.566799577	down	OG0000010	K07636	"phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"
PSPTO_1805	4.338969492	4.377072126	-0.038102634	nonDEG	OG0003514		
PSPTO_1806	5.51801515	6.381229237	-0.863214088	nonDEG	OG0002748	K07662	"cpxR; two-component system, OmpR family, response regulator CpxR"
PSPTO_1807	2.945790656	4.706498427	-1.760707771	down	OG0004345		
PSPTO_1808	3.986361883	5.817319133	-1.83095725	down	OG0001710	K09780	uncharacterized protein
PSPTO_1809	9.276610546	10.01911407	-0.742503525	nonDEG	OG0002254	K06190	ispZ; intracellular septation protein
PSPTO_1810	7.434807952	7.456256353	-0.021448401	nonDEG	OG0001709	K07053	"E3.1.3.97; 3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]"
PSPTO_1811	6.405315709	6.573316869	-0.168001161	nonDEG	OG0000278	K07566	tsaC; L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]
PSPTO_1812	5.685538343	6.577231718	-0.891693375	nonDEG	OG0001326	K05896	scpA; segregation and condensation protein A
PSPTO_1813	4.549615772	4.991687931	-0.44207216	nonDEG	OG0001325	K06024	scpB; segregation and condensation protein B
PSPTO_1814	3.459612038	4.429625708	-0.970013669	nonDEG	OG0000630	K06938	uncharacterized protein
PSPTO_1815	8.033681751	7.481651468	0.552030283	nonDEG	OG0000112	K06178	rluB; 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]
PSPTO_1817	5.399706898	5.72598729	-0.326280391	nonDEG	OG0000029	K16235	mmuP; S-methylmethionine transporter
PSPTO_1818	5.951020297	5.680164348	0.270855949	nonDEG	OG0001324	K15034	yaeJ; ribosome-associated protein
PSPTO_1819	4.690307664	4.840923311	-0.150615647	nonDEG	OG0000494		
PSPTO_1820	7.174506677	8.102456193	-0.927949516	nonDEG	OG0003879		
PSPTO_1821	5.728777027	7.587542833	-1.858765806	down	OG0001747	K01724	PCBD; 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]
PSPTO_1822	6.449086828	7.042682812	-0.593595983	nonDEG	OG0002116	K00500	phhA; phenylalanine-4-hydroxylase [EC:1.14.16.1]
PSPTO_1823	4.260296338	4.521605652	-0.261309315	nonDEG	OG0003238	K03721	"tyrR; transcriptional regulator of aroF, aroG, tyrA and aromatic amino acid transport"
PSPTO_1824	4.329550539	6.051938519	-1.72238798	down	OG0001312		
PSPTO_1825	7.859030906	10.19453726	-2.335506352	down	OG0000184	K01895	ACSS; acetyl-CoA synthetase [EC:6.2.1.1]
PSPTO_1826	8.47072143	9.182795514	-0.712074083	nonDEG	OG0000062	K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein
PSPTO_1827	4.728900466	4.208010872	0.520889594	nonDEG	OG0000362	K10016	hisQ; histidine transport system permease protein
PSPTO_1828	5.650346727	6.54134224	-0.890995513	nonDEG	OG0000486	K10023	aotM; arginine/ornithine transport system permease protein
PSPTO_1829	5.885136091	6.514383837	-0.629247745	nonDEG	OG0001036	K06987	uncharacterized protein
PSPTO_1830	5.719988527	5.819211553	-0.099223026	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
PSPTO_1831	6.218498704	7.012212468	-0.793713764	nonDEG	OG0003083	K21825	"argR; AraC family transcriptional regulator, L-arginine-responsive activator"
PSPTO_1832	9.099842272	9.482820606	-0.382978334	nonDEG	OG0000162	K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]
PSPTO_1833	7.249030773	9.326955424	-2.077924652	down	OG0002510	K00673	astA; arginine N-succinyltransferase [EC:2.3.1.109]
PSPTO_1834	6.670750359	7.711345056	-1.040594696	down	OG0001861	K00673	astA; arginine N-succinyltransferase [EC:2.3.1.109]
PSPTO_1835	6.534748323	7.934554494	-1.399806171	down	OG0002511	K06447	astD; succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71]
PSPTO_1836	7.175180838	9.099421313	-1.924240476	down	OG0002512	K01484	astB; succinylarginine dihydrolase [EC:3.5.3.23]
PSPTO_1838	5.599262808	5.800022395	-0.200759587	nonDEG	OG0002270	K05526	astE; succinylglutamate desuccinylase [EC:3.5.1.96]
PSPTO_1839	8.016267482	7.958598651	0.05766883	nonDEG	OG0003548	K00794	"ribH; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]"
PSPTO_1840	7.856869254	7.81549684	0.041372414	nonDEG			
PSPTO_1841	8.319526859	8.168899884	0.150626976	nonDEG	OG0002513	K01620	ltaE; threonine aldolase [EC:4.1.2.48]
PSPTO_1842	9.348141342	8.628786026	0.719355315	nonDEG	OG0000985	K01872	AARS; alanyl-tRNA synthetase [EC:6.1.1.7]
PSPTO_1843	7.993058764	7.971501984	0.02155678	nonDEG	OG0000407	K00928	lysC; aspartate kinase [EC:2.7.2.4]
PSPTO_1844	4.379494689	3.332954771	1.046539918	nonDEG	OG0000411	K03563	csrA; carbon storage regulator
PSPTO_1845	0.513304893	2.826677783	-2.31337289	down	OG0005211		
PSPTO_1846	6.001712578	5.502167208	0.49954537	nonDEG	OG0000687	K06213	mgtE; magnesium transporter
PSPTO_1847	10.24353801	12.05006137	-1.806523365	down	OG0003549		
PSPTO_1849	5.137241238	5.052330995	0.084910243	nonDEG	OG0004366		
PSPTO_1850	6.312325726	5.896625236	0.41570049	nonDEG	OG0001277	K21498	higA-1; antitoxin HigA-1
PSPTO_1851	7.802144755	7.411062913	0.391081841	nonDEG	OG0001277	K21498	higA-1; antitoxin HigA-1
PSPTO_1852	6.655109967	6.538118747	0.11699122	nonDEG	OG0000103	K22044	ybiO; moderate conductance mechanosensitive channel
PSPTO_1853	2.152838897	2.246873493	-0.094034596	nonDEG			
PSPTO_1854	5.95837786	5.471601424	0.486776436	nonDEG	OG0003779		
PSPTO_1855	5.650066778	5.282813127	0.367253651	nonDEG	OG0003305	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
PSPTO_1856	4.69556462	5.891926363	-1.196361744	down	OG0000020	K07506	AraC family transcriptional regulator
PSPTO_1857	4.625474013	4.33183099	0.293643023	nonDEG	OG0000020	K07506	AraC family transcriptional regulator
PSPTO_1858	4.911600898	4.620844887	0.290756011	nonDEG	OG0003589		
PSPTO_1859	4.534328364	4.870549119	-0.336220755	nonDEG	OG0000182		
PSPTO_1860	3.718943767	3.62681719	0.092126577	nonDEG	OG0004855		
PSPTO_1861	1.698479241	2.018069492	-0.319590251	nonDEG	OG0000150		
PSPTO_1862	1.626267565	3.194742114	-1.568474549	nonDEG	OG0000060	K00344	qor; NADPH2:quinone reductase [EC:1.6.5.5]
PSPTO_1863	2.662562891	2.022023348	0.640539542	nonDEG	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
PSPTO_1864	2.804832251	2.467337115	0.337495136	nonDEG	OG0000277	K07124	uncharacterized protein
PSPTO_1865	5.276011831	5.902205689	-0.626193859	nonDEG	OG0000129	K10680	nemA; N-ethylmaleimide reductase [EC:1.-.-.-]
PSPTO_1866	3.595981792	3.567178815	0.028802977	nonDEG	OG0002547		
PSPTO_1868	4.34960766	5.089896028	-0.740288368	nonDEG	OG0006894	K00808	hss; homospermidine synthase [EC:2.5.1.44]
PSPTO_1870	5.417301932	6.057020041	-0.639718109	nonDEG	OG0000053	K13587	"cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]"
PSPTO_1871	2.564303099	4.210617141	-1.646314042	down	OG0001355	K03457	"TC.NCS1; nucleobase:cation symporter-1, NCS1 family"
PSPTO_1873	3.910755131	4.063517584	-0.152762453	nonDEG	OG0000028	K11475	"vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator"
PSPTO_1874	4.898338948	6.43010229	-1.531763342	down	OG0002583	K16841	hpxA; allantoin racemase [EC:5.1.99.3]
PSPTO_1875	2.528286933	3.287866052	-0.759579118	nonDEG	OG0000228	K00148	fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]
PSPTO_1876	2.515940794	1.274073927	1.241866867	nonDEG			
PSPTO_1879	7.311225143	9.239520748	-1.928295606	down	OG0000004	K04761	"oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"
PSPTO_1880	2.678995759	2.043795722	0.635200037	nonDEG	OG0000127	K00020	mmsB; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
PSPTO_1881	3.723684763	2.563268116	1.160416647	nonDEG	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
PSPTO_1882	3.723517254	3.337070045	0.386447209	nonDEG	OG0000219	K01451	hipO; hippurate hydrolase [EC:3.5.1.32]
PSPTO_1883	3.511797908	4.496488099	-0.98469019	nonDEG	OG0000024	K03566	"gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator"
PSPTO_1884	5.738773562	2.097496209	3.641277353	up	OG0005795	K09190	uncharacterized protein
PSPTO_1885	4.867990519	2.002961455	2.865029064	up	OG0004499		
PSPTO_1886	9.227200467	7.687644143	1.539556324	up	OG0000339	K01752	E4.3.1.17; L-serine dehydratase [EC:4.3.1.17]
PSPTO_1887	5.614354746	5.419786003	0.194568743	nonDEG	OG0000024	K03566	"gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator"
PSPTO_1888	2.342374692	2.726154402	-0.38377971	nonDEG	OG0005691		
PSPTO_1889	2.898348799	3.709495088	-0.811146288	nonDEG	OG0001952		
PSPTO_1890	3.362816531	4.111091992	-0.748275462	nonDEG	OG0000520	K07250	gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]
PSPTO_1891	3.33693346	3.381352567	-0.044419106	nonDEG	OG0001698	K00128	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
PSPTO_1892	2.817501422	3.728222646	-0.910721225	nonDEG	OG0000064	K09471	puuB; gamma-glutamylputrescine oxidase [EC:1.4.3.-]
PSPTO_1893	3.989325426	5.993726042	-2.004400616	down	OG0000010	K07636	"phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"
PSPTO_1894	4.227579766	6.137277768	-1.909698002	down	OG0000003	K07657	"phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB"
PSPTO_1895	1.884109921	1.087740609	0.796369312	nonDEG	OG0004360		
PSPTO_1896	1.111718886	2.476599613	-1.364880727	nonDEG	OG0004361		
PSPTO_1897	3.442844112	2.444732538	0.998111574	nonDEG	OG0002065		
PSPTO_1898	0.634788025	1.586195931	-0.951407906	nonDEG	OG0004362		
PSPTO_1899	4.486794912	4.716449776	-0.229654864	nonDEG	OG0000359	K01002	mdoB; phosphoglycerol transferase [EC:2.7.8.20]
PSPTO_1900	3.919986709	5.8424209	-1.922434191	down			
PSPTO_1901	4.454469287	5.081847499	-0.627378212	nonDEG	OG0001454	K07215	pigA; heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]
PSPTO_1902	7.231537828	7.94327406	-0.711736232	nonDEG	OG0000382		
PSPTO_1904	2.250846471	3.282853423	-1.032006952	nonDEG	OG0004512		
PSPTO_1905	1.772303451	0.944441757	0.827861694	nonDEG			
PSPTO_1906	7.096709194	5.617724599	1.478984595	up	OG0000080		
PSPTO_1907	3.416036469	4.092566574	-0.676530105	nonDEG	OG0001809	K00481	pobA; p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]
PSPTO_1908	4.043537153	3.541124083	0.50241307	nonDEG	OG0000094	K18954	"pobR; AraC family transcriptional regulator, transcriptional activator of pobA"
PSPTO_1909	9.60867601	8.667946095	0.940729914	nonDEG	OG0002425	K06966	ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]
PSPTO_1910	9.294945047	9.247007443	0.047937604	nonDEG	OG0004523	K07184	ygiM; SH3 domain protein
PSPTO_1911	4.822635238	5.338873583	-0.516238345	nonDEG	OG0003942		
PSPTO_1912	1.863646615	3.127861216	-1.264214601	nonDEG	OG0003590		
PSPTO_1913	3.885883535	5.003872742	-1.117989207	down			
PSPTO_1914	3.18412507	3.832108835	-0.647983765	nonDEG	OG0005390		
PSPTO_1915	4.480708147	3.081080202	1.399627946	nonDEG	OG0000121	K00661	maa; maltose O-acetyltransferase [EC:2.3.1.79]
PSPTO_1916	6.257560451	6.100530748	0.157029703	nonDEG	OG0000180	K00648	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
PSPTO_1917	5.050435242	4.971308099	0.079127143	nonDEG	OG0000248	K08151	"tetA; MFS transporter, DHA1 family, tetracycline resistance protein"
PSPTO_1918	7.43084361	7.443456911	-0.012613301	nonDEG	OG0001129	K20444	rfbC; O-antigen biosynthesis protein [EC:2.4.1.-]
PSPTO_1919	4.432949575	4.919548596	-0.486599021	nonDEG	OG0001726		
PSPTO_1920	7.321400931	8.22447903	-0.903078099	nonDEG	OG0000211	K02805	"wecE; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]"
PSPTO_1921	6.701241649	7.050720761	-0.349479113	nonDEG	OG0000071	K01915	glnA; glutamine synthetase [EC:6.3.1.2]
PSPTO_1922	6.163424991	6.799234575	-0.635809584	nonDEG	OG0001862	K08219	"UMF2; MFS transporter, UMF2 family, putative MFS family transporter protein"
PSPTO_1923	6.634352686	7.49784278	-0.863490095	nonDEG	OG0002067	K21087	ycgR; flagellar brake protein
PSPTO_1924	5.258252066	6.231550487	-0.973298421	nonDEG	OG0003550	K02399	flgN; flagella synthesis protein FlgN
PSPTO_1925	7.307634421	7.627466325	-0.319831904	nonDEG	OG0001863	K02398	flgM; negative regulator of flagellin synthesis FlgM
PSPTO_1926	5.898392771	7.746826027	-1.848433256	down	OG0002068	K02386	flgA; flagella basal body P-ring formation protein FlgA
PSPTO_1927	6.137166272	5.588561318	0.548604955	nonDEG	OG0000445	K03415	"cheV; two-component system, chemotaxis family, chemotaxis protein CheV"
PSPTO_1928	5.377691472	6.474433575	-1.096742103	down	OG0000312	K00575	cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]
PSPTO_1930	4.551987802	4.64198294	-0.089995139	nonDEG	OG0007115	K01725	cynS; cyanate lyase [EC:4.2.1.104]
PSPTO_1931	2.263171269	3.021758523	-0.758587255	nonDEG	OG0002621	K09958	uncharacterized protein
PSPTO_1933	6.184993124	7.689290804	-1.50429768	down	OG0001598	K02387	flgB; flagellar basal-body rod protein FlgB
PSPTO_1934	5.77922486	5.904980225	-0.125755365	nonDEG	OG0001599	K02388	flgC; flagellar basal-body rod protein FlgC
PSPTO_1935	5.027458181	5.253943485	-0.226485304	nonDEG	OG0001600	K02389	flgD; flagellar basal-body rod modification protein FlgD
PSPTO_1936	8.536056225	8.585957583	-0.049901357	nonDEG	OG0001601	K02390	flgE; flagellar hook protein FlgE
PSPTO_1937	2.039405255	3.160114363	-1.120709108	nonDEG	OG0001601	K02390	flgE; flagellar hook protein FlgE
PSPTO_1939	7.010660676	8.284724556	-1.274063881	down	OG0001748	K02391	flgF; flagellar basal-body rod protein FlgF
PSPTO_1940	8.921093877	8.862124463	0.058969414	nonDEG	OG0001253	K02392	flgG; flagellar basal-body rod protein FlgG
PSPTO_1941	5.771207044	5.34865599	0.422551053	nonDEG	OG0001930	K02393	flgH; flagellar L-ring protein precursor FlgH
PSPTO_1942	5.527767737	6.151790292	-0.624022555	nonDEG	OG0001931	K02394	flgI; flagellar P-ring protein precursor FlgI
PSPTO_1943	7.072969629	7.129601863	-0.056632234	nonDEG	OG0001254	K02395	flgJ; flagellar protein FlgJ
PSPTO_1944	8.185780843	8.403271996	-0.217491153	nonDEG	OG0001359	K02396	flgK; flagellar hook-associated protein 1 FlgK
PSPTO_1945	8.172749994	7.928036082	0.244713912	nonDEG	OG0001624	K02397	flgL; flagellar hook-associated protein 3 FlgL
PSPTO_1946	6.749303895	7.189870657	-0.440566762	nonDEG	OG0001129	K20444	rfbC; O-antigen biosynthesis protein [EC:2.4.1.-]
