KO	category-1	category-2	category-3	category-4	N of genes
K00981	Environmental Information Processing	Phosphatidylinositol signaling system	Phosphatidylinositol signaling system	E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase [EC:2.7.7.41]	2
K00982	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	glnE; [glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]	1
K00989	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	rph; ribonuclease PH [EC:2.7.7.56]	1
K00990	Environmental Information Processing	Two-component system	Two-component system	glnD; [protein-PII] uridylyltransferase [EC:2.7.7.59]	1
K00991	Metabolism	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]	1
K00992	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	murU; N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]	1
K00995	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	pgsA, PGS1; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	2
K00998	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	1
K00998	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	1
K01000	Metabolism	Peptidoglycan biosynthesis	Peptidoglycan biosynthesis	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	1
K01000	Human Diseases	Vancomycin resistance	Vancomycin resistance	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	1
K01000	Brite Hierarchies	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	1
K01002	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	mdoB; phosphoglycerol transferase [EC:2.7.8.20]	2
K01003	Metabolism	Pyruvate metabolism	Pyruvate metabolism	bcpA; oxaloacetate decarboxylase [EC:4.1.1.112]	1
K01004	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	pcs; phosphatidylcholine synthase [EC:2.7.8.24]	1
K01007	Metabolism	Pyruvate metabolism	Pyruvate metabolism	pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]	1
K01007	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]	1
K01007	Metabolism	Methane metabolism	Methane metabolism	pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]	1
K01008	Metabolism	Selenocompound metabolism	Selenocompound metabolism	selD, SEPHS; selenide, water dikinase [EC:2.7.9.3]	1
K01008	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	selD, SEPHS; selenide, water dikinase [EC:2.7.9.3]	1
K01011	Metabolism	Sulfur metabolism	Sulfur metabolism	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	1
K01011	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	1
K01011	Genetic Information Processing	Sulfur relay system	Sulfur relay system	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	1
K01012	Metabolism	Biotin metabolism	Biotin metabolism	bioB; biotin synthase [EC:2.8.1.6]	1
K01028	Metabolism	Butanoate metabolism	Butanoate metabolism	E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	1
K01028	Metabolism	Synthesis and degradation of ketone bodies	Synthesis and degradation of ketone bodies	E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	1
K01028	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	1
K01029	Metabolism	Butanoate metabolism	Butanoate metabolism	E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	2
K01029	Metabolism	Synthesis and degradation of ketone bodies	Synthesis and degradation of ketone bodies	E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	2
K01029	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	2
K01039	Metabolism	Butanoate metabolism	Butanoate metabolism	gctA; glutaconate CoA-transferase, subunit A [EC:2.8.3.12]	1
K01039	Metabolism	Styrene degradation	Styrene degradation	gctA; glutaconate CoA-transferase, subunit A [EC:2.8.3.12]	1
K01048	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	pldB; lysophospholipase [EC:3.1.1.5]	2
K01053	Metabolism	Ascorbate and aldarate metabolism	Ascorbate and aldarate metabolism	E3.1.1.17, gnl, RGN; gluconolactonase [EC:3.1.1.17]	2
K01053	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	E3.1.1.17, gnl, RGN; gluconolactonase [EC:3.1.1.17]	2
K01053	Metabolism	Caprolactam degradation	Caprolactam degradation	E3.1.1.17, gnl, RGN; gluconolactonase [EC:3.1.1.17]	2
K01053	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	E3.1.1.17, gnl, RGN; gluconolactonase [EC:3.1.1.17]	2
K01055	Metabolism	Benzoate degradation	Benzoate degradation	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]	8
K01056	Brite Hierarchies	Translation factors [BR:ko03012]	Translation factors [BR:ko03012]	PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	1
K01057	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]	1
K01058	Metabolism	Arachidonic acid metabolism	Arachidonic acid metabolism	pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]	1
K01058	Metabolism	Ether lipid metabolism	Ether lipid metabolism	pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]	1
K01058	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]	1
K01058	Metabolism	Linoleic acid metabolism	Linoleic acid metabolism	pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]	1
K01058	Metabolism	alpha-Linolenic acid metabolism	alpha-Linolenic acid metabolism	pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]	1
K01061	Metabolism	Chlorocyclohexane and chlorobenzene degradation	Chlorocyclohexane and chlorobenzene degradation	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]	3
K01061	Metabolism	Fluorobenzoate degradation	Fluorobenzoate degradation	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]	3
K01061	Metabolism	Toluene degradation	Toluene degradation	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]	3
K01066	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	aes; acetyl esterase [EC:3.1.1.-]	2
K01069	Metabolism	Pyruvate metabolism	Pyruvate metabolism	gloB, gloC, HAGH; hydroxyacylglutathione hydrolase [EC:3.1.2.6]	2
K01070	Metabolism	Methane metabolism	Methane metabolism	frmB, ESD, fghA; S-formylglutathione hydrolase [EC:3.1.2.12]	1
K01079	Metabolism	Methane metabolism	Methane metabolism	serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]	1
K01079	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]	1
K01079	Brite Hierarchies	Protein phosphatases and associated proteins [BR:ko01009]	Protein phosphatases and associated proteins [BR:ko01009]	serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]	1
K01081	Metabolism	Purine metabolism	Purine metabolism	E3.1.3.5; 5-nucleotidase [EC:3.1.3.5]	2
K01081	Metabolism	Pyrimidine metabolism	Pyrimidine metabolism	E3.1.3.5; 5-nucleotidase [EC:3.1.3.5]	2
K01081	Metabolism	Nicotinate and nicotinamide metabolism	Nicotinate and nicotinamide metabolism	E3.1.3.5; 5-nucleotidase [EC:3.1.3.5]	2
K01082	Metabolism	Sulfur metabolism	Sulfur metabolism	cysQ, MET22, BPNT1; 3(2), 5-bisphosphate nucleotidase [EC:3.1.3.7]	1
K01082	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	cysQ, MET22, BPNT1; 3(2), 5-bisphosphate nucleotidase [EC:3.1.3.7]	1
K01083	Metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	E3.1.3.8; 3-phytase [EC:3.1.3.8]	1
K01091	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	gph; phosphoglycolate phosphatase [EC:3.1.3.18]	3
K01092	Metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	2
K01092	Metabolism	Streptomycin biosynthesis	Streptomycin biosynthesis	E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	2
K01092	Environmental Information Processing	Phosphatidylinositol signaling system	Phosphatidylinositol signaling system	E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	2
K01113	Metabolism	Folate biosynthesis	Folate biosynthesis	phoD; alkaline phosphatase D [EC:3.1.3.1]	2
K01113	Environmental Information Processing	Two-component system	Two-component system	phoD; alkaline phosphatase D [EC:3.1.3.1]	2
K01114	Metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	plc; phospholipase C [EC:3.1.4.3]	2
K01114	Metabolism	Ether lipid metabolism	Ether lipid metabolism	plc; phospholipase C [EC:3.1.4.3]	2
K01114	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	plc; phospholipase C [EC:3.1.4.3]	2
K01114	Cellular Processes	Quorum sensing	Quorum sensing	plc; phospholipase C [EC:3.1.4.3]	2
K01114	Organismal Systems	Thyroid hormone signaling pathway	Thyroid hormone signaling pathway	plc; phospholipase C [EC:3.1.4.3]	2
K01114	Brite Hierarchies	Bacterial toxins [BR:ko02042]	Bacterial toxins [BR:ko02042]	plc; phospholipase C [EC:3.1.4.3]	2
K01118	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	acpD, azoR; FMN-dependent NADH-azoreductase [EC:1.7.1.17]	2
K01126	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	3
K01129	Metabolism	Purine metabolism	Purine metabolism	dgt; dGTPase [EC:3.1.5.1]	1
K01133	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	betC; choline-sulfatase [EC:3.1.6.6]	1
K01141	Genetic Information Processing	Mismatch repair	Mismatch repair	sbcB, exoI; exodeoxyribonuclease I [EC:3.1.11.1]	1
K01141	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	sbcB, exoI; exodeoxyribonuclease I [EC:3.1.11.1]	1
K01142	Genetic Information Processing	Base excision repair	Base excision repair	E3.1.11.2, xthA; exodeoxyribonuclease III [EC:3.1.11.2]	2
K01142	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	E3.1.11.2, xthA; exodeoxyribonuclease III [EC:3.1.11.2]	2
K01150	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	endA; deoxyribonuclease I [EC:3.1.21.1]	1
K01153	Brite Hierarchies	Prokaryotic defense system [BR:ko02048]	Prokaryotic defense system [BR:ko02048]	hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]	2
K01154	Brite Hierarchies	Prokaryotic defense system [BR:ko02048]	Prokaryotic defense system [BR:ko02048]	hsdS; type I restriction enzyme, S subunit [EC:3.1.21.3]	2
K01159	Genetic Information Processing	Homologous recombination	Homologous recombination	ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	1
K01159	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	1
K01173	Cellular Processes	Apoptosis	Apoptosis	ENDOG; endonuclease G, mitochondrial	1
K01173	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	ENDOG; endonuclease G, mitochondrial	1
K01174	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	nuc; micrococcal nuclease [EC:3.1.31.1]	1
K01183	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	E3.2.1.14; chitinase [EC:3.2.1.14]	1
K01184	Metabolism	Pentose and glucuronate interconversions	Pentose and glucuronate interconversions	E3.2.1.15; polygalacturonase [EC:3.2.1.15]	1
K01193	Metabolism	Galactose metabolism	Galactose metabolism	INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]	1
K01193	Metabolism	Starch and sucrose metabolism	Starch and sucrose metabolism	INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]	1
K01207	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]	1
K01207	Metabolism	Glycosaminoglycan degradation	Glycosaminoglycan degradation	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]	1
K01207	Human Diseases	beta-Lactam resistance	beta-Lactam resistance	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]	1
K01214	Metabolism	Starch and sucrose metabolism	Starch and sucrose metabolism	ISA, treX; isoamylase [EC:3.2.1.68]	1
K01236	Metabolism	Starch and sucrose metabolism	Starch and sucrose metabolism	treZ, glgZ; maltooligosyltrehalose trehalohydrolase [EC:3.2.1.141]	1
K01239	Metabolism	Purine metabolism	Purine metabolism	iunH; purine nucleosidase [EC:3.2.2.1]	1
K01239	Metabolism	Nicotinate and nicotinamide metabolism	Nicotinate and nicotinamide metabolism	iunH; purine nucleosidase [EC:3.2.2.1]	1
K01241	Metabolism	Purine metabolism	Purine metabolism	amn; AMP nucleosidase [EC:3.2.2.4]	1
K01246	Genetic Information Processing	Base excision repair	Base excision repair	tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	1
K01246	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	1
K01251	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]	1
K01251	Brite Hierarchies	Protein phosphatases and associated proteins [BR:ko01009]	Protein phosphatases and associated proteins [BR:ko01009]	E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]	1
K01251	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]	1
K01255	Metabolism	Glutathione metabolism	Glutathione metabolism	CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]	1
K01255	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]	1
K01256	Metabolism	Glutathione metabolism	Glutathione metabolism	pepN; aminopeptidase N [EC:3.4.11.2]	1
K01256	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	pepN; aminopeptidase N [EC:3.4.11.2]	1
K01259	Metabolism	Arginine and proline metabolism	Arginine and proline metabolism	pip; proline iminopeptidase [EC:3.4.11.5]	1
K01259	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	pip; proline iminopeptidase [EC:3.4.11.5]	1
K01262	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]	2
K01265	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	map; methionyl aminopeptidase [EC:3.4.11.18]	3
K01267	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	DNPEP; aspartyl aminopeptidase [EC:3.4.11.21]	1
K01267	Brite Hierarchies	Membrane trafficking [BR:ko04131]	Membrane trafficking [BR:ko04131]	DNPEP; aspartyl aminopeptidase [EC:3.4.11.21]	1
K01273	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	DPEP; membrane dipeptidase [EC:3.4.13.19]	3
K01273	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	DPEP; membrane dipeptidase [EC:3.4.13.19]	3
K01273	Brite Hierarchies	Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]	Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]	DPEP; membrane dipeptidase [EC:3.4.13.19]	3
K01295	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	cpg; glutamate carboxypeptidase [EC:3.4.17.11]	4
K01297	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	ldcA; muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	1
K01297	Brite Hierarchies	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	ldcA; muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	1
K01338	Cellular Processes	Cell cycle - Caulobacter	Cell cycle - Caulobacter	lon; ATP-dependent Lon protease [EC:3.4.21.53]	2
K01338	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	lon; ATP-dependent Lon protease [EC:3.4.21.53]	2
K01354	Human Diseases	African trypanosomiasis	African trypanosomiasis	ptrB; oligopeptidase B [EC:3.4.21.83]	1
K01354	Human Diseases	Chagas disease (American trypanosomiasis)	Chagas disease (American trypanosomiasis)	ptrB; oligopeptidase B [EC:3.4.21.83]	1
K01354	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	ptrB; oligopeptidase B [EC:3.4.21.83]	1
K01356	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	lexA; repressor LexA [EC:3.4.21.88]	3
K01356	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	lexA; repressor LexA [EC:3.4.21.88]	3
K01358	Cellular Processes	Cell cycle - Caulobacter	Cell cycle - Caulobacter	clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	1
K01358	Organismal Systems	Longevity regulating pathway - worm	Longevity regulating pathway - worm	clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	1
K01358	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	1
K01400	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	nprE; bacillolysin [EC:3.4.24.28]	1
K01406	Human Diseases	Cationic antimicrobial peptide (CAMP) resistance	Cationic antimicrobial peptide (CAMP) resistance	prtC; serralysin [EC:3.4.24.40]	2
K01406	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	prtC; serralysin [EC:3.4.24.40]	2
K01409	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	KAE1, tsaD, QRI7; N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]	1
K01414	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	prlC; oligopeptidase A [EC:3.4.24.70]	1
K01419	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	hslV, clpQ; ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]	1
K01420	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	fnr; CRP/FNR family transcriptional regulator, anaerobic regulatory protein	5
K01423	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	bepA; beta-barrel assembly-enhancing protease [EC:3.4.-.-]	2
K01424	Metabolism	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	E3.5.1.1, ansA, ansB; L-asparaginase [EC:3.5.1.1]	1
K01424	Metabolism	Cyanoamino acid metabolism	Cyanoamino acid metabolism	E3.5.1.1, ansA, ansB; L-asparaginase [EC:3.5.1.1]	1
K01425	Metabolism	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	glsA, GLS; glutaminase [EC:3.5.1.2]	1
K01425	Metabolism	Arginine biosynthesis	Arginine biosynthesis	glsA, GLS; glutaminase [EC:3.5.1.2]	1
K01425	Metabolism	D-Glutamine and D-glutamate metabolism	D-Glutamine and D-glutamate metabolism	glsA, GLS; glutaminase [EC:3.5.1.2]	1
K01425	Organismal Systems	Proximal tubule bicarbonate reclamation	Proximal tubule bicarbonate reclamation	glsA, GLS; glutaminase [EC:3.5.1.2]	1
