	PSPTO_ID	OG	KO id	KO description
Pto|1619	PSPTO_1653	OG0003736	K07452	mcrB; 5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]
Pto|1620	PSPTO_1654	OG0004203	K19147	mcrC; 5-methylcytosine-specific restriction enzyme subunit McrC
Pto|1621	PSPTO_1655			
Pto|1622	PSPTO_1656	OG0004714		
Pto|1623	PSPTO_1657	OG0007752		
Pto|1626	PSPTO_1660	OG0004146		
Pto|1627	PSPTO_1661	OG0000422	K00526	E1.17.4.1B; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]
Pto|1629	PSPTO_1663	OG0004104		
Pto|1632	PSPTO_1666	OG0000077	K01420	"fnr; CRP/FNR family transcriptional regulator, anaerobic regulatory protein"
Pto|1633	PSPTO_1667	OG0001770	K14055	uspE; universal stress protein E
Pto|1635	PSPTO_1669	OG0002090	K00925	ackA; acetate kinase [EC:2.7.2.1]
Pto|1636	PSPTO_1670	OG0004005	K01621	xfp; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]
Pto|1637	PSPTO_1671	OG0000437	K00525	E1.17.4.1A; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]
Pto|1638	PSPTO_1672	OG0000003	K07657	"phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB"
Pto|1639	PSPTO_1673	OG0002271	K07639	"rstB; two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]"
Pto|1641	PSPTO_1675	OG0002514	K02362	entD; enterobactin synthetase component D [EC:6.3.2.14 2.7.8.-]
Pto|1642	PSPTO_1676	OG0004161		
Pto|1643	PSPTO_1677	OG0000210	K01061	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]
Pto|1644	PSPTO_1678	OG0003902		
Pto|1645	PSPTO_1679	OG0000003	K07657	"phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB"
Pto|1646	PSPTO_1680	OG0002069	K07637	"phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]"
Pto|1647	PSPTO_1681			
Pto|1648	PSPTO_1682	OG0000082	K11103	dctA; aerobic C4-dicarboxylate transport protein
Pto|1649	PSPTO_1683	OG0002363	K02742	sprT; SprT protein
Pto|1650	PSPTO_1684	OG0001765	K14058	ttcA; tRNA 2-thiocytidine biosynthesis protein TtcA
Pto|1651	PSPTO_1685	OG0003268		
Pto|1652	PSPTO_1686	OG0001387	K03809	wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
Pto|1653	PSPTO_1687	OG0001150	K00537	arsC1; arsenate reductase (glutaredoxin) [EC:1.20.4.1]
Pto|1654	PSPTO_1688	OG0000110	K02199	"ccmG; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE"
Pto|1655	PSPTO_1689	OG0001264		
Pto|1656	PSPTO_1690	OG0003269		
Pto|1657	PSPTO_1691	OG0000076	K07678	"barA; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]"
Pto|1658	PSPTO_1692	OG0000134	K01697	CBS; cystathionine beta-synthase [EC:4.2.1.22]
Pto|1659	PSPTO_1693	OG0000625	K03215	rumA; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]
Pto|1660	PSPTO_1694	OG0000306	K00951	relA; GTP pyrophosphokinase [EC:2.7.6.5]
Pto|1661	PSPTO_1695	OG0000998	K04765	mazG; nucleoside triphosphate diphosphatase [EC:3.6.1.9]
Pto|1662	PSPTO_1696	OG0002343	K09912	uncharacterized protein
Pto|1663	PSPTO_1697	OG0003236		
Pto|1664	PSPTO_1698	OG0001928		
Pto|1665	PSPTO_1699	OG0000785	K11175	purN; phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
Pto|1666	PSPTO_1700	OG0000786	K01933	purM; phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
Pto|1667	PSPTO_1701	OG0002589	K09938	uncharacterized protein
Pto|1668	PSPTO_1702	OG0000167	K03548	perM; putative permease
Pto|1669	PSPTO_1703	OG0001743	K10763	hda; DnaA-homolog protein
Pto|1670	PSPTO_1704	OG0000766	K12410	npdA; NAD-dependent deacetylase [EC:3.5.1.-]
Pto|1671	PSPTO_1705	OG0000078	K13694	mepS; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]
Pto|1672	PSPTO_1706	OG0000078	K13694	mepS; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]
Pto|1673	PSPTO_1707	OG0000697		
Pto|1674	PSPTO_1708	OG0001929	K19221	cobA; cob(I)alamin adenosyltransferase [EC:2.5.1.17]
Pto|1675	PSPTO_1709	OG0002344	K02224	"cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]"
Pto|1676	PSPTO_1710	OG0002345	K04719	"bluB; 5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]"
Pto|1677	PSPTO_1711	OG0002115	K02227	cbiB; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]
Pto|1678	PSPTO_1712	OG0002346	K02225	cobC1; cobalamin biosynthetic protein CobC
Pto|1679	PSPTO_1713	OG0001744	K02232	cobQ; adenosylcobyric acid synthase [EC:6.3.5.10]
Pto|1680	PSPTO_1714	OG0001745	K02231	cobP; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]
Pto|1681	PSPTO_1715	OG0001621	K00768	E2.4.2.21; nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]
Pto|1682	PSPTO_1716	OG0000123	K02226	cobC; alpha-ribazole phosphatase [EC:3.1.3.73]
Pto|1683	PSPTO_1717	OG0001622	K02233	E2.7.8.26; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]
Pto|1684	PSPTO_1718	OG0001623		
Pto|1685	PSPTO_1719	OG0000181	K00432	gpx; glutathione peroxidase [EC:1.11.1.9]
Pto|1686	PSPTO_1720	OG0000626	K06076	fadL; long-chain fatty acid transport protein
Pto|1687	PSPTO_1721	OG0003237		
Pto|1688	PSPTO_1722	OG0005809		
Pto|1690	PSPTO_1724	OG0001137	K09760	rmuC; DNA recombination protein RmuC
Pto|1691	PSPTO_1725	OG0005808		
Pto|1692	PSPTO_1726	OG0006426		
Pto|1693	PSPTO_1727			
Pto|1694	PSPTO_1728	OG0003235		
Pto|1695	PSPTO_1729	OG0002893		
Pto|1696	PSPTO_1730	OG0000263	K00355	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
Pto|1697	PSPTO_1731	OG0000205	K01679	"E4.2.1.2B; fumarate hydratase, class II [EC:4.2.1.2]"
Pto|1698	PSPTO_1732	OG0002596	K09924	uncharacterized protein
Pto|1699	PSPTO_1733	OG0000484	K05527	"bolA; BolA family transcriptional regulator, general stress-responsive regulator"
Pto|1700	PSPTO_1734	OG0000789	K07146	UPF0176 protein
Pto|1701	PSPTO_1735	OG0001753	K07396	putative protein-disulfide isomerase
Pto|1702	PSPTO_1736	OG0003251		
Pto|1703	PSPTO_1737	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
Pto|1704	PSPTO_1738	OG0002894		
Pto|1705	PSPTO_1739	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
Pto|1706	PSPTO_1740	OG0001989		
Pto|1707	PSPTO_1741	OG0000496	K01091	gph; phosphoglycolate phosphatase [EC:3.1.3.18]
Pto|1708	PSPTO_1742	OG0000399	K00568	ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
Pto|1709	PSPTO_1743	OG0000655	K12960	mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]
Pto|1710	PSPTO_1744	OG0001811	K08963	mtnA; methylthioribose-1-phosphate isomerase [EC:5.3.1.23]
Pto|1711	PSPTO_1745	OG0000552	K02469	gyrA; DNA gyrase subunit A [EC:5.99.1.3]
Pto|1712	PSPTO_1746	OG0000880	K00831	serC; phosphoserine aminotransferase [EC:2.6.1.52]
Pto|1713	PSPTO_1747	OG0001180	K14170	pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]
Pto|1714	PSPTO_1748	OG0000297	K00800	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]
Pto|1715	PSPTO_1749	OG0000881	K00945	cmk; CMP/dCMP kinase [EC:2.7.4.25]
Pto|1716	PSPTO_1750	OG0001042	K02945	RP-S1; small subunit ribosomal protein S1
Pto|1717	PSPTO_1751	OG0000074	K03530	hupB; DNA-binding protein HU-beta
Pto|1718	PSPTO_1752	OG0003376		
Pto|1719	PSPTO_1753	OG0002830	K07576	metallo-beta-lactamase family protein
Pto|1720	PSPTO_1754	OG0001181		
Pto|1721	PSPTO_1755	OG0000596	K13007	wbpL; Fuc2NAc and GlcNAc transferase [EC:2.4.1.-]
Pto|1722	PSPTO_1756	OG0001295		
Pto|1723	PSPTO_1757	OG0000882	K02237	comEA; competence protein ComEA
Pto|1724	PSPTO_1758	OG0000069	K16137	"nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon"
Pto|1725	PSPTO_1759	OG0001936		
Pto|1726	PSPTO_1760	OG0002371	K03837	sdaC; serine transporter
Pto|1727	PSPTO_1761	OG0006427		
Pto|1728	PSPTO_1762	OG0003383		
Pto|1729	PSPTO_1763	OG0003384		
Pto|1730	PSPTO_1764	OG0002681		
Pto|1731	PSPTO_1765	OG0000553	K02356	efp; elongation factor P
Pto|1732	PSPTO_1766	OG0000097	K01066	aes; acetyl esterase [EC:3.1.1.-]
Pto|1733	PSPTO_1767	OG0000430		
Pto|1734	PSPTO_1768	OG0000011	K06075	"slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin"
Pto|1735	PSPTO_1769	OG0003385	K07090	uncharacterized protein
Pto|1736	PSPTO_1770	OG0000254		
Pto|1738	PSPTO_1772	OG0002191	K01626	E2.5.1.54; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
Pto|1739	PSPTO_1773	OG0001550	K00797	speE; spermidine synthase [EC:2.5.1.16]
Pto|1740	PSPTO_1774			
Pto|1741	PSPTO_1775	OG0000051	K05592	deaD; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]
Pto|1742	PSPTO_1776	OG0001423	K15777	"DOPA; 4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]"
Pto|1743	PSPTO_1777	OG0002684	K00569	TPMT; thiopurine S-methyltransferase [EC:2.1.1.67]
Pto|1744	PSPTO_1778	OG0000884	K03799	htpX; heat shock protein HtpX [EC:3.4.24.-]
Pto|1745	PSPTO_1779	OG0001296	K14260	alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]
Pto|1746	PSPTO_1780	OG0000470	K07305	msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
Pto|1747	PSPTO_1781	OG0000181	K00432	gpx; glutathione peroxidase [EC:1.11.1.9]
Pto|1748	PSPTO_1782	OG0000076	K07678	"barA; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]"
Pto|1749	PSPTO_1783	OG0002427	K06923	uncharacterized protein
Pto|1750	PSPTO_1784	OG0001424	K08968	msrC; L-methionine (R)-S-oxide reductase [EC:1.8.4.14]
Pto|1751	PSPTO_1785	OG0003394		
Pto|1752	PSPTO_1786	OG0000536	K06911	uncharacterized protein
Pto|1753	PSPTO_1787	OG0000006		
Pto|1754	PSPTO_1788	OG0000135	K15553	ssuA; sulfonate transport system substrate-binding protein
Pto|1755	PSPTO_1789	OG0003659	K08351	bisC; biotin/methionine sulfoxide reductase [EC:1.-.-.-]
Pto|1756	PSPTO_1790	OG0002608		
Pto|1757	PSPTO_1791	OG0000135	K15553	ssuA; sulfonate transport system substrate-binding protein
Pto|1758	PSPTO_1792	OG0002609		
Pto|1759	PSPTO_1793	OG0002919		
Pto|1760	PSPTO_1794	OG0003278		
Pto|1761	PSPTO_1795	OG0000124	K04091	ssuD; alkanesulfonate monooxygenase [EC:1.14.14.5]
Pto|1763	PSPTO_1797	OG0001659	K15555	ssuB; sulfonate transport system ATP-binding protein [EC:3.6.3.-]
Pto|1764	PSPTO_1798	OG0002591	K07401	selenoprotein W-related protein
Pto|1765	PSPTO_1799	OG0001746		
Pto|1766	PSPTO_1800	OG0002052		
Pto|1767	PSPTO_1801	OG0002490	K03498	trkH; trk system potassium uptake protein
Pto|1768	PSPTO_1802	OG0001111		
Pto|1769	PSPTO_1803	OG0000010	K07636	"phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"
Pto|1771	PSPTO_1805	OG0003514		
Pto|1772	PSPTO_1806	OG0002748	K07662	"cpxR; two-component system, OmpR family, response regulator CpxR"
Pto|1773	PSPTO_1807	OG0004345		
Pto|1774	PSPTO_1808	OG0001710	K09780	uncharacterized protein
Pto|1775	PSPTO_1809	OG0002254	K06190	ispZ; intracellular septation protein
Pto|1776	PSPTO_1810	OG0001709	K07053	"E3.1.3.97; 3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]"
Pto|1777	PSPTO_1811	OG0000278	K07566	tsaC; L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]
Pto|1778	PSPTO_1812	OG0001326	K05896	scpA; segregation and condensation protein A
Pto|1779	PSPTO_1813	OG0001325	K06024	scpB; segregation and condensation protein B
Pto|1780	PSPTO_1814	OG0000630	K06938	uncharacterized protein
Pto|1781	PSPTO_1815	OG0000112	K06178	rluB; 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]
Pto|1783	PSPTO_1817	OG0000029	K16235	mmuP; S-methylmethionine transporter
Pto|1784	PSPTO_1818	OG0001324	K15034	yaeJ; ribosome-associated protein
Pto|1785	PSPTO_1819	OG0000494		
Pto|1786	PSPTO_1820	OG0003879		
Pto|1787	PSPTO_1821	OG0001747	K01724	PCBD; 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]
Pto|1788	PSPTO_1822	OG0002116	K00500	phhA; phenylalanine-4-hydroxylase [EC:1.14.16.1]
Pto|1789	PSPTO_1823	OG0003238	K03721	"tyrR; transcriptional regulator of aroF, aroG, tyrA and aromatic amino acid transport"
Pto|1790	PSPTO_1824	OG0001312		
Pto|1791	PSPTO_1825	OG0000184	K01895	ACSS; acetyl-CoA synthetase [EC:6.2.1.1]
Pto|1792	PSPTO_1826	OG0000062	K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein
Pto|1793	PSPTO_1827	OG0000362	K10016	hisQ; histidine transport system permease protein
Pto|1794	PSPTO_1828	OG0000486	K10023	aotM; arginine/ornithine transport system permease protein
Pto|1795	PSPTO_1829	OG0001036	K06987	uncharacterized protein
Pto|1796	PSPTO_1830	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Pto|1797	PSPTO_1831	OG0003083	K21825	"argR; AraC family transcriptional regulator, L-arginine-responsive activator"
Pto|1798	PSPTO_1832	OG0000162	K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]
Pto|1799	PSPTO_1833	OG0002510	K00673	astA; arginine N-succinyltransferase [EC:2.3.1.109]
Pto|1800	PSPTO_1834	OG0001861	K00673	astA; arginine N-succinyltransferase [EC:2.3.1.109]
Pto|1801	PSPTO_1835	OG0002511	K06447	astD; succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71]
Pto|1802	PSPTO_1836	OG0002512	K01484	astB; succinylarginine dihydrolase [EC:3.5.3.23]
Pto|1804	PSPTO_1838	OG0002270	K05526	astE; succinylglutamate desuccinylase [EC:3.5.1.96]
Pto|1805	PSPTO_1839	OG0003548	K00794	"ribH; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]"
Pto|1806	PSPTO_1840			
Pto|1807	PSPTO_1841	OG0002513	K01620	ltaE; threonine aldolase [EC:4.1.2.48]
Pto|1808	PSPTO_1842	OG0000985	K01872	AARS; alanyl-tRNA synthetase [EC:6.1.1.7]
Pto|1809	PSPTO_1843	OG0000407	K00928	lysC; aspartate kinase [EC:2.7.2.4]
Pto|1810	PSPTO_1844	OG0000411	K03563	csrA; carbon storage regulator
Pto|1812	PSPTO_1846	OG0000687	K06213	mgtE; magnesium transporter
Pto|1813	PSPTO_1847	OG0003549		
Pto|1815	PSPTO_1849	OG0004366		
Pto|1816	PSPTO_1850	OG0001277	K21498	higA-1; antitoxin HigA-1
Pto|1817	PSPTO_1851	OG0001277	K21498	higA-1; antitoxin HigA-1
Pto|1818	PSPTO_1852	OG0000103	K22044	ybiO; moderate conductance mechanosensitive channel
Pto|1819	PSPTO_1853			
Pto|1820	PSPTO_1854	OG0003779		
Pto|1821	PSPTO_1855	OG0003305	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
Pto|1822	PSPTO_1856	OG0000020	K07506	AraC family transcriptional regulator
Pto|1823	PSPTO_1857	OG0000020	K07506	AraC family transcriptional regulator
Pto|1824	PSPTO_1858	OG0003589		
Pto|1825	PSPTO_1859	OG0000182		
Pto|1826	PSPTO_1860	OG0004855		
Pto|1828	PSPTO_1862	OG0000060	K00344	qor; NADPH2:quinone reductase [EC:1.6.5.5]
Pto|1829	PSPTO_1863	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
Pto|1830	PSPTO_1864	OG0000277	K07124	uncharacterized protein
Pto|1831	PSPTO_1865	OG0000129	K10680	nemA; N-ethylmaleimide reductase [EC:1.-.-.-]
Pto|1832	PSPTO_1866	OG0002547		
Pto|1833	PSPTO_1868	OG0006894	K00808	hss; homospermidine synthase [EC:2.5.1.44]
Pto|1835	PSPTO_1870	OG0000053	K13587	"cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]"
Pto|1836	PSPTO_1871	OG0001355	K03457	"TC.NCS1; nucleobase:cation symporter-1, NCS1 family"
Pto|1838	PSPTO_1873	OG0000028	K11475	"vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator"
Pto|1839	PSPTO_1874	OG0002583	K16841	hpxA; allantoin racemase [EC:5.1.99.3]
Pto|1840	PSPTO_1875	OG0000228	K00148	fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]
Pto|1841	PSPTO_1876			
Pto|1844	PSPTO_1879	OG0000004	K04761	"oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"
Pto|1845	PSPTO_1880	OG0000127	K00020	mmsB; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
Pto|1846	PSPTO_1881	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
Pto|1847	PSPTO_1882	OG0000219	K01451	hipO; hippurate hydrolase [EC:3.5.1.32]
Pto|1848	PSPTO_1883	OG0000024	K03566	"gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator"
Pto|1849	PSPTO_1884	OG0005795	K09190	uncharacterized protein
Pto|1850	PSPTO_1885	OG0004499		
Pto|1851	PSPTO_1886	OG0000339	K01752	E4.3.1.17; L-serine dehydratase [EC:4.3.1.17]
Pto|1852	PSPTO_1887	OG0000024	K03566	"gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator"
Pto|1853	PSPTO_1888	OG0005691		
Pto|1854	PSPTO_1889	OG0001952		
Pto|1855	PSPTO_1890	OG0000520	K07250	gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]
Pto|1856	PSPTO_1891	OG0001698	K00128	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
Pto|1857	PSPTO_1892	OG0000064	K09471	puuB; gamma-glutamylputrescine oxidase [EC:1.4.3.-]
Pto|1858	PSPTO_1893	OG0000010	K07636	"phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"
Pto|1859	PSPTO_1894	OG0000003	K07657	"phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB"
Pto|1862	PSPTO_1897	OG0002065		
Pto|1864	PSPTO_1899	OG0000359	K01002	mdoB; phosphoglycerol transferase [EC:2.7.8.20]
Pto|1865	PSPTO_1900			
Pto|1866	PSPTO_1901	OG0001454	K07215	pigA; heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]
Pto|1867	PSPTO_1902	OG0000382		
Pto|1869	PSPTO_1904	OG0004512		
Pto|1871	PSPTO_1906	OG0000080		
Pto|1872	PSPTO_1907	OG0001809	K00481	pobA; p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]
Pto|1873	PSPTO_1908	OG0000094	K18954	"pobR; AraC family transcriptional regulator, transcriptional activator of pobA"
Pto|1874	PSPTO_1909	OG0002425	K06966	ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]
Pto|1875	PSPTO_1910	OG0004523	K07184	ygiM; SH3 domain protein
Pto|1876	PSPTO_1911	OG0003942		
Pto|1877	PSPTO_1912	OG0003590		
Pto|1878	PSPTO_1913			
Pto|1879	PSPTO_1914	OG0005390		
Pto|1880	PSPTO_1915	OG0000121	K00661	maa; maltose O-acetyltransferase [EC:2.3.1.79]
Pto|1881	PSPTO_1916	OG0000180	K00648	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
Pto|1882	PSPTO_1917	OG0000248	K08151	"tetA; MFS transporter, DHA1 family, tetracycline resistance protein"
Pto|1883	PSPTO_1918	OG0001129	K20444	rfbC; O-antigen biosynthesis protein [EC:2.4.1.-]
Pto|1884	PSPTO_1919	OG0001726		
Pto|1885	PSPTO_1920	OG0000211	K02805	"wecE; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]"
Pto|1886	PSPTO_1921	OG0000071	K01915	glnA; glutamine synthetase [EC:6.3.1.2]
Pto|1887	PSPTO_1922	OG0001862	K08219	"UMF2; MFS transporter, UMF2 family, putative MFS family transporter protein"
Pto|1888	PSPTO_1923	OG0002067	K21087	ycgR; flagellar brake protein
Pto|1889	PSPTO_1924	OG0003550	K02399	flgN; flagella synthesis protein FlgN
Pto|1890	PSPTO_1925	OG0001863	K02398	flgM; negative regulator of flagellin synthesis FlgM
Pto|1891	PSPTO_1926	OG0002068	K02386	flgA; flagella basal body P-ring formation protein FlgA
Pto|1892	PSPTO_1927	OG0000445	K03415	"cheV; two-component system, chemotaxis family, chemotaxis protein CheV"
Pto|1893	PSPTO_1928	OG0000312	K00575	cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]
Pto|1895	PSPTO_1930	OG0007115	K01725	cynS; cyanate lyase [EC:4.2.1.104]
Pto|1896	PSPTO_1931	OG0002621	K09958	uncharacterized protein
Pto|1898	PSPTO_1933	OG0001598	K02387	flgB; flagellar basal-body rod protein FlgB
Pto|1899	PSPTO_1934	OG0001599	K02388	flgC; flagellar basal-body rod protein FlgC
Pto|1900	PSPTO_1935	OG0001600	K02389	flgD; flagellar basal-body rod modification protein FlgD
Pto|1901	PSPTO_1936	OG0001601	K02390	flgE; flagellar hook protein FlgE
Pto|1902	PSPTO_1937	OG0001601	K02390	flgE; flagellar hook protein FlgE
Pto|1904	PSPTO_1939	OG0001748	K02391	flgF; flagellar basal-body rod protein FlgF
Pto|1905	PSPTO_1940	OG0001253	K02392	flgG; flagellar basal-body rod protein FlgG
Pto|1906	PSPTO_1941	OG0001930	K02393	flgH; flagellar L-ring protein precursor FlgH
Pto|1907	PSPTO_1942	OG0001931	K02394	flgI; flagellar P-ring protein precursor FlgI
Pto|1908	PSPTO_1943	OG0001254	K02395	flgJ; flagellar protein FlgJ
Pto|1909	PSPTO_1944	OG0001359	K02396	flgK; flagellar hook-associated protein 1 FlgK
Pto|1910	PSPTO_1945	OG0001624	K02397	flgL; flagellar hook-associated protein 3 FlgL
Pto|1911	PSPTO_1946	OG0001129	K20444	rfbC; O-antigen biosynthesis protein [EC:2.4.1.-]
Pto|1912	PSPTO_1947	OG0001129	K20444	rfbC; O-antigen biosynthesis protein [EC:2.4.1.-]
Pto|1913	PSPTO_1948	OG0000180	K00648	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
Pto|1914	PSPTO_1949	OG0000788	K02406	fliC; flagellin
Pto|1915	PSPTO_1950	OG0003239	K06603	flaG; flagellar protein FlaG
Pto|1916	PSPTO_1951	OG0001625	K02407	fliD; flagellar hook-associated protein 2
Pto|1917	PSPTO_1952	OG0001360	K02422	fliS; flagellar protein FliS
Pto|1918	PSPTO_1953	OG0003240		
Pto|1919	PSPTO_1954	OG0000007	K02667	"pilR; two-component system, NtrC family, response regulator PilR"
Pto|1920	PSPTO_1955	OG0002117	K10942	"flrB; two-component system, sensor histidine kinase FlrB [EC:2.7.13.3]"
Pto|1921	PSPTO_1956	OG0000007	K02667	"pilR; two-component system, NtrC family, response regulator PilR"
Pto|1922	PSPTO_1957	OG0001486	K02408	fliE; flagellar hook-basal body complex protein FliE
Pto|1923	PSPTO_1958	OG0001487	K02409	fliF; flagellar M-ring protein FliF
Pto|1924	PSPTO_1959	OG0001488	K02410	fliG; flagellar motor switch protein FliG
Pto|1925	PSPTO_1960	OG0001749	K02411	fliH; flagellar assembly protein FliH
Pto|1926	PSPTO_1961	OG0001255	K02412	fliI; flagellum-specific ATP synthase [EC:3.6.3.50]
Pto|1927	PSPTO_1962	OG0002118	K02413	fliJ; flagellar FliJ protein
Pto|1928	PSPTO_1963	OG0001626	K20978	hsbA; HptB-dependent secretion and biofilm anti anti-sigma factor
Pto|1929	PSPTO_1964	OG0003241	K20977	"hsbR; two-component system, HptB-dependent secretion and biofilm response regulator"
Pto|1930	PSPTO_1965	OG0003242		
Pto|1931	PSPTO_1966	OG0001932	K02414	fliK; flagellar hook-length control protein FliK
Pto|1933	PSPTO_1968	OG0002119	K02415	fliL; flagellar FliL protein
Pto|1934	PSPTO_1969	OG0001489	K02416	fliM; flagellar motor switch protein FliM
Pto|1935	PSPTO_1970	OG0001490	K02417	fliNY; flagellar motor switch protein FliN/FliY
Pto|1936	PSPTO_1971	OG0001933	K02418	fliOZ; flagellar protein FliO/FliZ
Pto|1937	PSPTO_1972	OG0001491	K02419	fliP; flagellar biosynthetic protein FliP
Pto|1938	PSPTO_1973	OG0001256	K02420	fliQ; flagellar biosynthetic protein FliQ
Pto|1939	PSPTO_1974	OG0001492	K02421	fliR; flagellar biosynthetic protein FliR
Pto|1940	PSPTO_1975	OG0001493	K02401	flhB; flagellar biosynthetic protein FlhB
Pto|1941	PSPTO_1976	OG0001138	K02400	flhA; flagellar biosynthesis protein FlhA
